1.7	178.5
5.5	161.6
6.5	193.7857143
11.5	150.0714286
15	204.45
19	138.625
25.5	215.2727273
27.5	127.3333333
36.5	225.5909091
36.5	116.5
46	106.05
47.5	233.0909091
55	94.625
58.5	235.9090909
64.5	84.54545455
69.5	232.7727273
69.83333333	114.8333333
71.5	129.8333333
73	98.625
77	141.375
80.66666667	86.5
80	223.65
86.91666667	148.6666667
84.5	119.8333333
88.5	212.3571429
91.5	101.5
91.5	136.2
97.5	62.81818182
97.5	81.68181818
97.5	154.2272727
102.5	102.0909091
102.5	135.5454545
103.5	192.1736111
108.5	56.72727273
108.5	86.86363636
108.5	154.3636364
109	115
109	125
114.5	191.4545455
119.5	51.27272727
117.5	95.78571429
118	148.1875
125.5	189.1363636
122.5	107.6666667
123	136.25
124.1666667	123
130.5	45.90909091
136.75	187.0470238
135.8333333	224
141.5	41
137.1666667	208.5
137.7	239.3
138.5	198.5
145.5	244.3636364
145.5	178.4285714
152.5	36.27272727
152	167.75
152	147.625
152.75	245.875
152.8333333	261.3333333
154.5	224.875
158.5	270.5454545
154.5	156.5
156	210.75
158.5	197.6666667
163.5	31.95454545
161.5	186.3333333
169.5	274
174.5	27.86363636
180.5	275.6363636
185.5	24.22727273
191.5	275.7272727
196.5	20.86363636
202.5	274.6818182
207.5	18
213.5	273.5909091
218.5	15.54545455
222	271.5833333
229.5	13.13636364
226	256.5
234.5	233.3636364
240.5	10.95454545
245.5	235.0454545
251.5	8.909090909
256.5	236.1818182
262.5	7.090909091
267.5	237.2727273
273.5	5.454545455
278.5	238.2272727
284.5	4.045454545
289.5	239.0454545
295.5	2.909090909
300.5	239.8636364
306.5	2.045454545
311.5	240.2272727
317.5	1.363636364
322.5	240.7727273
328.5	1
333.5	241
339.5	1.090909091
344.5	240.4090909
350.5	1.772727273
355.5	239.7272727
361.5	2.590909091
366.5	238.3181818
372.5	3.954545455
377.5	236.0909091
383.5	5.772727273
394.5	8.136363636
405.5	11.18181818
403.5	245.5
410.5	228.1590909
412.5	270.4545455
416.5	14.72727273
421.5	224.3636364
423.5	272.7272727
427.5	19.09090909
427.5	222.5
434.5	274.0454545
438.5	24.63636364
445.5	274.5
449.5	31.95454545
456.5	274.1818182
460	41.6
467.5	273.4545455
469	52.5
476	63.83333333
478.5	272.2727273
481.5	75.1
486	86.75
485.5	268.5
486.1666667	209.8333333
486	222.75
485.5	233.5
485.5	244.5
485.5	255.5
487.1666667	192.3333333
488	177
489.5	99.16666667
489.5	161.625
491.1666667	147.8333333
491.8333333	114.5
493.1666667	129.5
492.5	138
85.34660926	108.7438105
86.14424112	128.6846071
71.25511302	78.96555436
77.63616792	74.17976319
85.08073197	69.92572659
88.00538213	81.62432723
76.30678149	92.25941873
97.84284177	192.7610334
99.70398278	186.3799785
100.5016146	177.0742734
229.1862217	233.1743811
153.6770721	238.4919268
153.6770721	231.31324
384.1926803	240.6189451
384.4585576	248.3293864
404.3993541	256.3057051
406.7922497	268.270183
405.9946179	229.452099
404.9311087	236.0990312
384.7244349	233.1743811
391.6372443	256.0398278
400.6770721	229.7179763
391.1054898	231.8449946
152.3476857	253.9128095
96.24757804	197.2809473
92.52529602	204.7255113
141.4467169	67.79870829
148.0936491	67.26695371
157.3993541	72.05274489
161.919268	79.23143165
163.2486545	89.60064586
161.919268	97.84284177
157.9311087	108.4779333
70.45748116	106.350915
70.19160388	123.1011841
123.8988159	115.3907427
228.3885899	238.7578041
227.3250807	247.7976319
229.1862217	227.590958
